,city,street,number
637, пгт. Ишеевка, ул. Ленина,53
638, ст. Понятовка, ул. Пионерская,21
639, Село Есиплево, Коллективная,4
640, Поселок Большевик, Спортивная,11
641, Деревня Афанасово, Центральная,53
642, Деревня Гонобилово, Центральная,1-7
643, город Советск, улица Энергетиков,1Г
644, с. Куба-Таба, ул. Советская,1
645, п. Сама, ул. Горняков,5
646, Титково, ул. Центральная,15
647, д. Зимница, ул. Централтная,21
648, г. Железноводск, ул. Строителей,32
649, пгт. Синдор, ул. Гагарина,14
650, с. Каменка, ул. Школьная,11
651, с. Аян, ул. Советская,8
652, рп. Охотск, ул. Ленина,16
653, г. Муром, ул. Кленовая,1 дробь 2
654, Село Павловское, Школьная,17-ж
655, Село Кутуково, Садовая,7
656, г. Кольчугино, ул. 50-лет Октября,50-лет Октября
657, деревня Большой Приклон, Центральная улица,69
658, Село Архангел, Центральная,33А
659, с. Бутылицы, ул. Садовая,2
660, с. Новопышминское, ул. Ильича,6
661, д. Кондряево, ул. Колхозная,19
662, город Кольчугино, ул. Коллективная,43 (муниципальная собственность Кольчугинского района
663, с. Нижняя Павловка, ул. 50 лет Октября,50 лет Октября
664, пгт. Светлый, ул. Овечкина,16
665, п. Иванищи, ул. Первомайская,1
666, с. Рождествено, ул. Набережная,4
667, г. Смоленск, ул. Генерала Лукина,1
668, село Завальное, ул. Ленина,113
669, с. Сеготь, ул. Советская,32
670, с. Нетризово, ул. Школьныя,7
671, п. Ики-Бурул, ул. Октябрьская,2А
672, с. Береговое, ул. Школьная,1
673, п. Большой Царын, ул. Бойко,5
674, г. Владивосток, ул. Сафонова,36
675, с. Косой Брод ул. Советская, с. Косой Брод ул. Советская,23
676, с. Клевакинское, ул.Чапаева,12
677, г. Воркута, ул. Яновского,5
678, г. Усинск, ул. Ленина,13
679, поселок Озерный, ул. Кольцевая,14
680, с. Дуляпино, ул. Советская,12
681, п. Де-Кастри, ул. Клубная,2А
682, г. Буденновск, ул. Лопатина,152
683, Городской округ город Новотроицк, ул. Центральная,6.
684, село Печерск, ул. Минская,7
685, пос. Верхняя Сысерть, ул. Советская,14
686, х. Алтухов, ул. Чапаева,41
687, деревня Центральная Усадьба, ул. Центральная,2 А
688, деревня Михновка, ул. Рождественская,6
689, деревня Мушковичи, ул. Школьная,6
690, г. Ярцево, ул. Макаренко,3
691, деревня Рыбки, ул. Центральная,5
692, пгт. Рыздвяный, ул. Школьная,7
693, п. Вулканный ул. Центральная, п. Вулканный ул. Центральная,35
694, п. Октябрьский, ул. Пушкинская,58
695, с. Овстуг, ул. Тютчева,26
696, с. Глоднево, ул. Советская,3
697, с. Баклань, пр-кт Ленина,2
698, с. Мишковка, ул. Центральная,11Б
699, улус Хужир, Центральная улица,1
700, улус Санага, Советская улица,7
701, г. Ставрополь, ул. Мира,282 А
702, г. Владивосток, ул. Шепеткова,60
703, г. Владивосток, ул. Октябрьская,13
704, г. Бор, ул. Первомайская,5 А
705, с. Золино, ул. Школьная,24
706, с. Труновское, ул. Ленина,130
707, п. Ставрово, ул. Октябрьская,128
708, п. Красночабанский, ул. Советская,13А
709, п. Кадуй, ул. Строителей,4
710, г. Верхняя Салда, ул. Энгельса,46
711, город Верхний Тагил, ул. Жуковского,13
712, г. Верхний Тагил, ул. Новоуральская,58
713, город Кушва, ул. Красноармейская,16
714, п. ЗАТО Свободный, ул. Майского,67
715, Малышевский городской округ пгт. Малышева , ул. Свободы,13а
716, город Нижняя Салда, ул. Фрунзе,2
717, город Нижняя Салда, площадь Свободы,1
718, г. Невьянск, ул. Дзержинского,4А
719, город Верхотурье, ул. Советская,4
720, город Волчанск, ул. Уральского Комсомола,3
721, пгт. Гари, Комсомольская ул.,43
722, город Лесной, ул. Карла Маркса,8
723, город Качканар, ул. Свердлова,8
724, город Ивдель, ул. Александра Ворошилова,2
725, п. Восточный, ул. Заводская,1 А
726, пгт. Пелым, ул. Карла Маркса,5
727, пгт. Арти, ул. Ленина,58
728, пгт. Ачит, ул. Механизаторов,4
729, город Верхняя Пышма, ул. Красноармейская,13
730, город Ревда, ул. Цветников,21
731, пгт. Шаля, ул. Кирова,21
732, пгт. Шаля, ул. Энгельса,54
733, город Артемовский, площадь Советов,3
734, город Камышлов, ул. Свердлова,41
735, город Алапаевск, ул. Ленина,18
736, пгт. Пышма, ул. Кирова,17
737, город Алапаевск, ул. Розы Люксембург,31
738, с. Байкалово, ул. Мальгина,92
739, с. Туринская Слобода, ул. Ленина,1
740, город Сысерть, Ленина,35
